title,publication_date,source,country,summary,url,language
H2(N)O: Nor any drop to drink for Karachi’s other half,"Tue, 22 Apr 2025 10:59:55 +0500",Dawn (Pakistan),Pakistan,"<p>At the crack of dawn, around 6am, Amina is already in line with two buckets. She’ll wait nearly an hour for water — if it comes. If not, she’ll walk 15 minutes to a neighbour who sells it by the jerrycan. She does this every day before making breakfast for her family.</p>
<p>During the day, when her five-year-old needs to use the toilet, she’ll walk him to the end of the lane where a few families share a makeshift bathroom. It has no door, no water, and no drainage. In her neighbourhood, like many of Karachi’s informal settlements, clean water and safe sanitation access is a daily struggle.</p>
<p>Amina’s story isn’t unique. It reflects the everyday reality of millions of people in Karachi’s <em>katchi abadis</em> (informal settlements) that house nearly half the city’s population. These communities are often lumped together, treated as a single, uniform category in policy discussions, as if every <em>katchi abadi</em> faces the same conditions and challenges. But in truth, they vary widely in how much access they have to water, sanitation, and hygiene (WASH) services.</p>
<p>Our recent <a class=""link--external"" href=""https://iopscience.iop.org/article/10.1088/2634-4505/adb453"" rel=""noopener noreferrer"" target=""_blank"">study</a> of five informal settlements across Karachi reveals just how stark these differences can be. If Karachi is serious about addressing its water and sanitation crisis, the solution does not lie in billion-rupee mega-projects. Real change must begin in the city’s most underserved communities, where even modest investments can dramatically improve daily life for millions.
<img alt="""" src=""https://www.dawn.com/news/1883082"" /></p>
<h2><a class=""heading-permalink"" href=""#a-tale-of-two-settlements"" id=""a-tale-of-two-settlements"" title=""Permalink""></a>A tale of two settlements</h2>
<p>Consider the contrast between Manzoor Colony and Ilyas Goth.</p>
<p>Manzoor Colony, a settlement regularised in the early 1990s with <a class=""link--external"" href=""https://journals.sagepub.com/doi/pdf/10.1177/0956247806069626"" rel=""noopener noreferrer"" target=""_blank"">support from the Orangi Pilot Project</a>, has basic but functioning infrastructure. Nearly every household has piped water, flush toilets, and overhead storage tanks. As a result, residents report fewer waterborne illnesses compared to other settlements.</p>
<p>Ilyas Goth, by contrast, is a small settlement located next to an open sewer. No household has piped water or a private toilet. Residents collect water from neighbours or a nearby <em>dhaba</em>, using only around 13 litres per person per day. This is not just below international benchmarks; it is lower than usage in other water-scarce areas of Karachi and falls beneath the World Health Organisation’s (WHO) <a class=""link--external"" href=""https://www.who.int/teams/environment-climate-change-and-health/water-sanitation-and-health/environmental-health-in-emergencies/humanitarian-emergencies"" rel=""noopener noreferrer"" target=""_blank"">emergency minimum of 15 litres per person per day</a> used in disaster zones. Sanitation access is equally dire. Only one public toilet exists in the entire community, reserved for women and costing Rs20 per use. Unsurprisingly, three out of four households in Ilyas Goth reported a waterborne illness in the past two months.</p>
<h2><a class=""heading-permalink"" href=""#does-legal-recognition-help-it-depends"" id=""does-legal-recognition-help-it-depends"" title=""Permalink""></a>Does legal recognition help? It depends</h2>
<p>A key difference between these two settlements is their status in the eyes of the state. Manzoor Colony is regularised, whereas Ilyas Goth is not. But our <a class=""link--external"" href=""https://iopscience.iop.org/article/10.1088/2634-4505/adb453"" rel=""noopener noreferrer"" target=""_blank"">study</a> suggests that legal recognition, also known as regularisation, is neither a pre-requisite nor a guarantee of better WASH outcomes.</p>
<p>Take Sherpao Basti, for example. Though unregularised, this settlement is located near the affluent KDA Scheme 1 and fares better than many regularised neighbourhoods. Two-thirds of households have piped water, and nearly all have on-premises flush toilets. In fact, water availability is high enough that residents from neighbouring settlements often come here to collect water.</p>
<p>Compare that with Quaid-i-Azam Colony, a recently regularised settlement that still struggles. Only one-third of households have piped water, and the rest rely on costly private borewells. Despite its legal status, this community has yet to see the benefits that regularisation is assumed to bring.</p>
<p>    <figure class=""media  w-full  w-full  media--stretch  media--embed  media--uneven"">
        <div class=""media__item  media__item--newskitlink  "">    </div>
        
    </figure></p>
<h2><a class=""heading-permalink"" href=""#the-missing-link--institutional-fragmentation"" id=""the-missing-link--institutional-fragmentation"" title=""Permalink""></a>The missing link — institutional fragmentation</h2>
<p>Why does regularisation not always improve service access? The answer lies in how Karachi’s institutions have evolved.</p>
<p>As one Karachi Metropolitan Corporation (KMC) official explained: “Before 1996, water and sewage services in Karachi were managed as part of the KMC. Since KMC was often involved in the land acquisition process for regularisation, this allowed water and sanitation to be considered within that process. But in 1996, KWSC [Karachi Water and Sewerage Corporation] became a separate utility, and it’s no longer involved in regularisation.”</p>
<p>In earlier decades, even though the Sindh Katchi Abadis Act did not formally require the water utility to provide services during regularisation, the city government’s integrated structure meant that WASH needs were still addressed. But today, with KWSC operating separately, that connection has broken down. Newly regularised settlements are left in a limbo, recognised by the land department but ignored by the service provider.</p>
<p>These institutional shifts make it clear that regularisation, without clear mandates for service provision, is not enough. Karachi needs to amend its processes to ensure that the utility and relevant government bodies are jointly responsible for delivering basic services to regularised settlements.</p>
<h2><a class=""heading-permalink"" href=""#more-than-pipes-and-toilets"" id=""more-than-pipes-and-toilets"" title=""Permalink""></a>More than pipes and toilets</h2>
<p>While regularisation and basic infrastructure are often seen as milestones of progress, even in settlements where these boxes are checked, residents continue to face unsafe conditions. Having taps and toilets does not always mean people have safe water or hygienic sanitation. In four of the five settlements we studied, most households technically used improved water sources and sanitation facilities. The infrastructure was there: piped connections, on-premises toilets, and in some cases, water storage systems.</p>
<p>But dig a little deeper, and a different story emerges. Intermittent water supply and poor-quality internal plumbing often result in cross-contamination between sewage and drinking water lines. Household-level water treatment is rare. Combined, this means that even with infrastructure in place, the water reaching people’s homes may be unsafe to drink. The result is a continued burden of disease, especially among children and the elderly, and rising health expenditures that low-income households can ill afford.</p>
<p>    <figure class=""media  w-full  w-full  media--stretch  media--embed  media--uneven"">
        <div class=""media__item  media__item--newskitlink  "">    </div>
        
    </figure></p>
<h2><a class=""heading-permalink"" href=""#targeted-interventions-not-mega-projects"" id=""targeted-interventions-not-mega-projects"" title=""Permalink""></a>Targeted interventions, not mega projects</h2>
<p>Understanding why some settlements fare better than others is key to designing smarter, more equitable policies. Yet the default policy response remains the same. Policymakers continue to favour large-scale infrastructure projects, such as new pipelines and desalination plants.</p>
<p>Our findings suggests a better path forward. Improved governance, targeted investments, and community-centred solutions can yield far more sustainable outcomes. For instance, building gender-inclusive, community-managed sanitation facilities could improve both public health and dignity. Promoting low-cost household water treatment, through filters or chlorination, can significantly reduce disease burden. Supporting modest upgrades to internal plumbing networks can eliminate sources of contamination. These are not massive interventions, but they address the root causes of inequality more effectively than projects that bypass the city’s most vulnerable residents.</p>
<p>To achieve lasting change, Karachi must adopt a more comprehensive approach to regularisation. Legal recognition must go hand in hand with actual service delivery. This means mandating that public utilities provide WASH services after a settlement is regularised. It also requires dedicated funding for improving internal infrastructure and support for civil society organisations that bridge the gap between residents and the state.</p>
<p>Not all of Karachi’s informal settlements are the same. Some are holding on. Others are struggling to survive. But all are asking for more than just a dot on the map or a connection to the main line. They need services that are safe, reliable, and affordable. If Karachi is to become a more equitable and resilient city, policymakers must move beyond infrastructure and performative legislation, and commit to meaningful, people-centred reform.</p>
<hr />
<p><em><strong>Header Image:</strong> The image is generated via generative AI</em></p>
<p><em>This article is the first of a four-part series on Karachi’s water issues.</em></p>",https://www.dawn.com/news/1903316/h2no-nor-any-drop-to-drink-for-karachis-other-half,en
Trump backs Hegseth after second scandal of sharing info on chat,"Tue, 22 Apr 2025 08:26:49 +0500",Dawn (Pakistan),Pakistan,"<p>• Democrats insist US defence secretary ‘must resign in disgrace’<br />
• Pentagon officials fired following probe over Yemen scandal</p>
<p>WASHINGTON: President Donald Trump stands behind US Defence Secretary Pete Hegseth, White House spokeswoman Karoline Leavitt said on Monday, after <a class=""link--external"" href=""https://www.cnn.com/2025/04/20/politics/hegseth-second-signal-chat-military-plans/index.html"" rel=""noopener noreferrer"" target=""_blank"">reports</a> that he shared details of a <a href=""https://www.dawn.com/news/1898494"">March attack</a> on Yemen’s Houthis in a message group that included his wife, brother and personal lawyer.</p>
<p>The revelations that Hegseth used the unclassified messaging system Signal for the <a href=""https://www.dawn.com/news/1901536"">second time</a> to share highly sensitive security details come at a delicate moment for him, with senior officials ousted from the Pentagon last week as part of investigations into alleged leaks.</p>
<p>“The president stands strongly behind Secretary Hegseth, who is doing a phenomenal job leading the Pentagon,” Leavitt told <em>Fox News</em> host Brian Kilmeade. “And this is what happens when the entire Pentagon is working against you and working against the monumental change that you are trying to implement.”</p>
<p>In the second chat, Hegseth shared details of the attack similar to those <a href=""https://www.dawn.com/news/1900541"">revealed</a> last month by <em>The Atlantic</em> magazine after its editor-in-chief, Jeffrey Goldberg, was included in a separate chat on the Signal app by mistake.</p>
<p>    <figure class=""media  sm:w-1/2  w-full  media--right  media--embed  media--uneven"">
        <div class=""media__item  media__item--newskitlink  "">    </div>
        
    </figure></p>
<p>The second chat included about a dozen people and was created during Hegseth’s confirmation process to discuss administrative issues rather than detailed military planning. Among them was Hegseth’s brother, who is a Department of Homeland Security liaison to the Pentagon. Leavitt said Hegseth shared no classified information on either Signal chat.</p>
<p>The chat included details of the schedule of the air strikes, a source familiar with the matter said.</p>
<p>Hegseth’s wife, Jennifer, a former <em>Fox News</em> producer, has attended sensitive meetings with foreign military counterparts, according to images the Pentagon has publicly posted. During a meeting Hegseth had with his British counterpart at the Pentagon in March, his wife could be seen sitting behind him.</p>
<p>Pentagon spokesperson Sean Parnell, without evidence, said that the media was “enthusiastically taking the grievances of disgruntled former employees as the sole sources for their article.” “The Trump-hating media continues to be obsessed with destroying anyone committed to President Trump’s agenda. We’ve already achieved so much for the American warfighter, and will never back down,” Parnell said in a statement on X.</p>
<p>The latest revelation comes days after Dan Caldwell, one of Hegseth’s leading advisers, was escorted from the Pentagon after being identified during an investigation into leaks at the Department of Defence.</p>
<p>Following Caldwell’s departure, less-senior officials Darin Selnick, who recently became Hegseth’s deputy chief of staff, and Colin Carroll, who was chief of staff to Deputy Defence Secretary Steve Feinberg, were put on administrative leave and fired on Friday.</p>
<p>White House spokesperson Anna Kelly said that “recently fired leakers are continuing to misrepresent the truth to soothe their shattered egos and undermine the President’s agenda.</p>
<p><strong>Tumultuous moment for Hegseth</strong></p>
<p>Democratic lawmakers said Hegseth could no longer stay in his job. “We keep learning how Pete Hegseth put lives at risk,” Senate Minority Leader Chuck Schumer said in a <a class=""link--external"" href=""https://x.com/SenSchumer/status/1914084912010870816"" rel=""noopener noreferrer"" target=""_blank"">post</a> to X. “But Trump is still too weak to fire him. Pete Hegseth must be fired.”</p>
<p>    <figure class=""media  sm:w-full  w-full  media--stretch  media--embed  media--uneven media--tweet"">
        <div class=""media__item  media__item--twitter  ""><span>
    <blockquote class=""twitter-tweet"" lang=""en"">
        <a href=""https://twitter.com/SenSchumer/status/1914084912010870816""></a>
    </blockquote>
</span></div>
        
    </figure></p>
<p>Senator Tammy Duckworth, an Iraq War veteran who suffered grave injuries in combat in 2004, said that Hegseth “must resign in disgrace.” A US official at the Pentagon questioned how Hegseth could keep his job after the latest news.</p>
<p>“We are incredibly disappointed by the manner in which our service at the Department of Defence ended,” Caldwell <a class=""link--external"" href=""https://x.com/dandcaldwell/status/1913701312929149363"" rel=""noopener noreferrer"" target=""_blank"">posted</a> on X on Saturday. “Unnamed Pentagon officials have slandered our character with baseless attacks on our way out the door.”</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905769/trump-backs-hegseth-after-second-scandal-of-sharing-info-on-chat,en
OIC to continue supporting Kashmiris’ right to self-determination: envoy,"Tue, 22 Apr 2025 08:35:43 +0500",Dawn (Pakistan),Pakistan,"<p>ISLAMABAD: Assistant Secretary General of OIC and Special Envoy for Jammu and Kashmir Ambassador Yousef Mohammad S. Aldobeay on Monday expressed full support for Kashmiris’ inherent right to <a href=""https://www.dawn.com/news/1881080"">self-determination</a>.</p>
<p>Aldobeay, who was leading a delegation which met AJK President Barrister Sultan Mahmood Chaudhry here, said the OIC has condemned <a href=""https://www.dawn.com/news/1887113"">brutalities</a> being perpetrated against the people of Indian-occupied Kashmir in the past and it will continue to raise voice for their internationally recognised right in the days ahead in an effective manner.</p>
<p>Speaking on the occasion, Barrister Sultan Mahmood Chaudhry said that the OIC and its member countries should join forces and play their muchneeded role in helping resolve the longstanding Kashmir and <a href=""https://www.dawn.com/news/1905598"">Palestine</a> issues.</p>
<p>He expressed these views during a meeting with the OIC delegation.</p>
<p>Referring to India’s relentless repression of political and human rights in Kashmir, he stressed the need for intensifying efforts to resolve the lingering Kashmir dispute peacefully in accordance with the UNSC resolutions.</p>
<p>He said that there was a dire need that the Muslim countries use their diplomatic, economic and political clout to stop the bloodbath of the Kashmiri and Palestinian people who have suffered more than 70 years under brutal foreign occupation.</p>
<p>Barrister Chaudhry commended the OIC’s steadfast support to Kashmiris’ just cause, stating that the Muslim body has always supported Kashmiris’ struggle.</p>
<p>Terming India and Israel two sides of the same coin, he said the fascist regimes have been engaged in systematic genocide of Palestinian and Kashmiri people.</p>
<p>India’s relentless repression of political and human rights in Kashmir, he said, involved killing and maiming Kashmiris through heavy militarisation, arbitrary arrests and detention of political activists.</p>
<p>Kashmir, he said, has been turned into an open air prison where people have been deprived of all their basic rights and essential freedoms.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905766/oic-to-continue-supporting-kashmiris-right-to-self-determination-envoy,en
Religious parties  seek abolition of Bangladesh  women’s commission,"Tue, 22 Apr 2025 10:30:23 +0500",Dawn (Pakistan),Pakistan,"<p>DHAKA: Bangladesh’s influential coalition of the religious parties has demanded the abolition of a government women’s commission, a further indication of how hardline, religiously fuelled activism is strengthening after years of suppression.</p>
<p>The women’s commission is part of efforts to reform systems installed during the iron-fisted rule of Shiekh Hasina, who was <a href=""https://www.dawn.com/news/1850270"">overthrown</a> by student-led mass protests in August 2024.</p>
<p>Hefazat-e-Islam, a platform of religious seminaries, wants the cancellation of the Women’s Affairs Reforms Commission, set up by the caretaker government of Nobel Peace prize winner Mohammed Yunus.</p>
<p>Azizul Haque Islamabadi, a senior Hefazat-e-Islam leader, said the group opposed the commission’s recommendation for ending discriminatory provisions against women.</p>
<p>“Ensuring equality is a Western ideology,” Islamabadi said. “The commission recommended a uniform family code instead of Muslim family law, which governs inheritance, marriage, divorce, and other issues.” Jamaat-i-Islami, the largest religious political party, also demanded the immediate cancellation of the recommendations.</p>
<p>“Recommending initiatives to ensure equality between men and women is a malicious effort to distort Islamic ideology,” Mia Golam Parwar, secretary general of Jamaat, said in a statement. Yunus said after the commission submitted its recommendations on April 19 that  “women all over the world are looking at us”.</p>
<p>Hasina’s government was blamed for extensive human rights abuses and she took a tough stand against religious movements during her 15-year rule.</p>
<p>She is in exile in India, refusing to return to Dhaka to face charges of crimes against humanity for the killing of hundreds of protesters during the unrest that toppled her government. Bangladesh has seen a surge of open support for religious groups since her ouster.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905808/religious-parties-seek-abolition-of-bangladesh-womens-commission,en
12 killed in US air strikes on Yemen’s Sanaa,"Tue, 22 Apr 2025 10:22:58 +0500",Dawn (Pakistan),Pakistan,"<p>SANAA: Yemen’s Houthis said early on Monday that US air strikes on Sanaa killed at least 12 people and wounded 34, with a military spokesperson later claiming attacks on US aircraft carriers and Israel.</p>
<p>The Houthi-run <em>Saba</em> news agency cited the ministry as saying the dead and injured had come from overnight strikes  “by the American enemy” on a market and a residential zone in Sanaa’s Farwa district.</p>
<p>The rebels’ health ministry reported 12 dead and 34 wounded  “as a result of a raid by the US enemy” in Farwa. Other raids were reported late Sunday in the central province of Marib, Hodeida in the west and the Houthi bastion of Saada in the north, Saba said.</p>
<p>Houthi military spokesman Yahya Saree said the group launched attacks on two US aircraft carriers in response to the latest deadly American strikes. The Houthis also targeted two Israeli locations with drones, he said.</p>
<p>The US military has been carrying out almost daily attacks for the past month, saying it was targeting the  “Iran-backed Houthi terrorists” to stop attacks on international shipping in the Red Sea and Gulf of Aden. One attack on Thursday on the Ras Issa oil port killed some 80 people and injured 150, according to the Houthis.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905807/12-killed-in-us-air-strikes-on-yemens-sanaa,en
Maulana joins hands with Jamaat-i-Islami for pro-Palestine agitation,"Tue, 22 Apr 2025 09:41:19 +0500",Dawn (Pakistan),Pakistan,"<p>LAHORE: The Jamaat-i-Islami (JI) and Jamiat Ulema-i-Islam (JUI-F) on Monday urged all political parties to unite and adopt a firm and clear position on the Israeli barbarity being unleashed on <a href=""https://www.dawn.com/news/1905598"">Gaza</a>, as they criticised the Organisation of Islamic Cooperation (OIC) for its weak stance on the issue.</p>
<p>The remarks came after JUI-F chief Maulana Fazlur Rehman visited the JI headquarters in Lahore on Monday to “discuss the ongoing humanitarian crisis in Gaza and other pressing national issues”.</p>
<p>After the meeting, the heads of both parties held a press conference and expressed concern over the ongoing Israeli aggression in Gaza, the silence of Muslim world leaders, and the Organisation of Islamic Cooperation’s weak stance on the matter.</p>
<p>JI emir Hafiz Naeemur Rehman stressed that political parties should openly denounce both the United States and Israel, reiterating that the JI would continue its dialogue and cooperation with other political and religious parties, including JUI-F, but its political struggle would remain independent and platform-specific. He also thanked Maulana Fazlur Rehman and his delegation for visiting Mansoora.</p>
<blockquote class=""blockquote-level-1"">
<p>Hafiz Naeem rejects 26th amendment, says it has weakened the judiciary</p>
</blockquote>
<p>He announced that the JI would hold a nationwide strike on April 26 in solidarity with the people of Gaza, as part of its ongoing public awareness campaign for Palestine.</p>
<p>Maulana Fazlur Rehman said the entire Muslim Ummah was deeply agitated over the situation in Gaza and called for a stronger and clearer position from the OIC. He also shared that the JUI-F had formed a joint platform, Majlis Ittehad-i-Ummat, for collective efforts in support of Gaza.</p>
<p>Speaking about the <a href=""https://www.dawn.com/news/1866480"">26th Amendment</a>, the Maulana remarked that different political parties may have varying opinions, which should not be interpreted as major discord. He also stressed that provincial resources should primarily serve the people of the province.</p>
<p>    <figure class=""media  sm:w-1/2  w-full  media--right  media--embed  media--uneven"">
        <div class=""media__item  media__item--newskitlink  "">    </div>
        
    </figure></p>
<p>Responding to journalists’ questions, the JI chief categorically rejected the 26th Constitutional Amendment, stating it had weakened the judiciary. He reiterated JI’s long-standing demand for a probe into electoral rigging and asserted that instead of holding new elections, the country needed a thorough investigation into the last polls for electoral transparency.</p>
<p>Naeemur Rehman noted that this was his first meeting with Maulana Fazlur Rehman since becoming party chief and that further engagement would continue in future. Both sides agreed on the importance of upholding constitutional supremacy and stressed that all institutions must operate within their constitutional boundaries.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905777/maulana-joins-hands-with-jamaat-i-islami-for-pro-palestine-agitation,en
Klaus Schwab steps down as World Economic Forum chair,"Tue, 22 Apr 2025 10:18:50 +0500",Dawn (Pakistan),Pakistan,"<p>ZURICH: Klaus Schwab, founder of the World Economic Forum which gathers the world’s business and political elite in the Swiss mountain village of <a href=""https://www.dawn.com/news/1458839"">Davos</a> every year, has resigned as chair of its board of trustees, the WEF said on Monday. The Geneva-based institution had announced earlier this month that Schwab, 87, would be stepping down, without indicating a timeframe.</p>
<p>“Following my recent announcement, and as I enter my 88th year, I have decided to step down from the position of Chair and as a member of the Board of Trustees, with immediate effect,” Schwab said in a statement released by the WEF. The WEF board said in the statement that it had accepted Schwab’s resignation at an extraordinary meeting held on April 20, and that Vice Chairman Peter Brabeck-Letmathe would become the interim chairman. A committee to appoint a future chair has been established.</p>
<p>Schwab established the WEF in 1971 with the aim of creating a forum for policymakers and top corporate executives to tackle major global issues.</p>
<p>Widely regarded as a cheerleader for globalisation, the WEF’s annual Davos gathering has in recent years drawn disapproval from critics as elitist and removed from ordinary people.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905805/klaus-schwab-steps-down-as-world-economic-forum-chair,en
Work on $2bn motorway projects to start this year: minister,"Tue, 22 Apr 2025 09:02:24 +0500",Dawn (Pakistan),Pakistan,"<p>ISLAMABAD: Federal Minister for Communications Abdul Aleem Khan on Monday announced that construction of $2 billion <a href=""https://www.dawn.com/news/1881038"">Sukkur-Hyderabad Motorway</a> (M-6) and <a href=""https://www.dawn.com/news/1867412"">Karachi-Hyderabad Motorway</a> (M-9) will start this year.</p>
<p>The federal minister announced this while chairing a meeting of the National Highway Authority (NHA).</p>
<p>The M-6 project, an integral part of <a href=""https://www.dawn.com/news/1884628"">China-Pakistan Economic Corridor</a>, has already been delayed by six years.</p>
<p>In a recent meeting, a Senate panel had <a href=""https://www.dawn.com/news/1903038"">ordered</a> the NHA to give top priority to much-awaited M-6 project.</p>
<p>The Senate Standing Committee on Planning and Development reviewed M-6 and directed the NHA to halt work on all other road projects and immediately start construction of M-6 project.</p>
<p>On the occasion, Planning Minister Ahsan Iqbal had assured the committee members of implementing all decisions of the panel and agreed that the first priority would be given to M-6 project.</p>
<p>In a statement last month, Mr Iqbal had said that work on the much-delayed M-6 project, along with M-9, would start next year.</p>
<p>He had also floated an option to bifurcate the whole M-6 project into three separate portions.</p>
<p>During the meeting on Monday, Mr Khan said the government also aimed to commence work on Mansehra, Naran, and Kaghan motorways in Khyber Pakhtunkhwa during the same period.</p>
<p>He said the <a href=""https://www.dawn.com/news/1829898"">Quetta-Karachi Highway</a> (N-25) in Balochistan was also being upgraded to four-lane motorway.</p>
<p>The minister also called for submitting a detailed plan for 18km link road from Lahore to Kasur.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905765/work-on-2bn-motorway-projects-to-start-this-year-minister,en
Russia resumes attacks on Ukraine after Easter truce,"Tue, 22 Apr 2025 10:14:20 +0500",Dawn (Pakistan),Pakistan,"<p>KYIV: Russia launched a wave of aerial attacks at Ukraine on Monday in an abrupt end to a fragile <a href=""https://www.dawn.com/news/1905294/russias-putin-declares-unilateral-easter-ceasefire-in-ukraine"">Easter truce</a>, while Vladimir Putin pushed back against the idea of a month-long halt to strikes on civilian targets, as proposed by Kyiv.</p>
<p>The renewed attacks, confirmed by both Moscow and Kyiv, cast doubt on Donald Trump’s hopes for a broader ceasefire between the two sides, hours after the US president said he hoped a “deal” could be struck this week.</p>
<p>“Military action has resumed,” Putin told state TV reporters on Monday, after Ukrainian officials reported a wave of overnight drone and artillery strikes following the partially-observed 30-hour truce.</p>
<p>Each side had in any case accused the other of thousands of violations of the ceasefire, which Putin ordered in a surprise announcement on Saturday. “But overall, there was a fall in such activity,” Putin said, after listing alleged Ukrainian violations.</p>
<blockquote class=""blockquote-level-1"">
<p>Kyiv’s delegation to visit London for peace talks</p>
</blockquote>
<p>“We welcome this and are ready to look to the future.” Ukrainian President Volodymyr Zelensky had welcomed the ceasefire and said his military would respond “symmetrically” to whatever Russia’s forces did on the battlefield.</p>
<p>Kyiv officials have accused Putin of seeking a cheap reputational victory by proposing the truce — which came hours after Trump threatened to walk away from efforts to secure peace in the three-year war if he did not see progress. The US president expressed hopes the two sides could strike an agreement in the coming days, though he did not elaborate on what he had in mind.</p>
<p>“Hopefully Russia and Ukraine will make a deal this week,” he said on his Truth Social platform. Asked about Trump’s remarks on Monday, Kremlin spokesman Dmitry Peskov said Moscow “hopes” US efforts “will yield results”.</p>
<p>Welcoming a day without air raid alerts across the country, Ukraine’s President Volodymyr Zelensky proposed “to cease any strikes using long-range drones and missiles on civilian infrastructure for a period of at least 30 days.” Putin said Russia would “analyse” the idea, but questioned how it would work as he accused Ukraine of using civilian buildings for military purposes.</p>
<p><strong>Ceasefire talks in London</strong></p>
<p>A Ukrainian delegation will be in London on Wednesday for ceasefire talks, as European and US officials press for a halt to Russia’s invasion, Zelensky said. The talks will be a follow-up to a meeting in Paris last week, in which US Secretary of State Marco Rubio presented Washington’s plan for ending the three-year war.</p>
<p>US President Donald Trump has been pushing all sides to accept a ceasefire, but has failed to extract any major concessions from the Kremlin despite repeated negotiations and a brief truce announced by Russia’s Vladimir Putin over Easter.</p>
<p>“Already this Wednesday, our representatives will be working in London. Ukraine, the United Kingdom, France, and the United States — we are ready to move forward as constructively as possible,” Zelensky said on X on Monday.</p>
<p>“An unconditional ceasefire must be the first step toward peace,” he added. Zelensky did not say who else would attend, but Rubio suggested earlier that a US delegation would take part.</p>
<p><em>Published in Dawn, April 22nd, 2025</em></p>",https://www.dawn.com/news/1905804/russia-resumes-attacks-on-ukraine-after-easter-truce,en
“An Introduction to Coaching Skills” published in Persian,"Mon, 21 Apr 2025 19:06:09 GMT",Tehran Times (Iran),Iran,TEHRAN-The Persian translation of the book “An Introduction to Coaching Skills: A Practical Guide” written by Christian van Nieuwerburgh has been released in the Iranian bookstores.,https://www.tehrantimes.com/news/512107/An-Introduction-to-Coaching-Skills-published-in-Persian,en
Shiraz to host artworks by film professionals,"Mon, 21 Apr 2025 19:05:46 GMT",Tehran Times (Iran),Iran,"TEHRAN-The second edition of the group exhibition “Fragments of a Mirror,” featuring visual works by more than 20 film professionals, will open at the Sarvenaz Gallery in Shiraz, Fars Province, on April 24.",https://www.tehrantimes.com/news/512062/Shiraz-to-host-artworks-by-film-professionals,en
Da Theater Hall to host Neil Simon’s “The Prisoner of Second Avenue”,"Mon, 21 Apr 2025 19:04:13 GMT",Tehran Times (Iran),Iran,"TEHRAN-The 1971 comedy drama play “The Prisoner of Second Avenue” written by Neil Simon, will be staged at the Da Theater Hall in Tehran from April 24.",https://www.tehrantimes.com/news/512106/Da-Theater-Hall-to-host-Neil-Simon-s-The-Prisoner-of-Second,en
"China, PGCC states to deepen peaceful nuclear tech cooperation","Mon, 21 Apr 2025 19:03:10 GMT",Tehran Times (Iran),Iran,"China and Persian Gulf Cooperation Council (PGCC) countries pledged to strengthen collaboration on peaceful use of nuclear technology during a forum held on Monday in Chengdu, capital of southwest China's Sichuan Province, Xinhua reported.",https://www.tehrantimes.com/news/512139/China-PGCC-states-to-deepen-peaceful-nuclear-tech-cooperation,en
Israel cancels visas for 27 French left-wing lawmakers ahead of visit,"Mon, 21 Apr 2025 19:02:19 GMT",Tehran Times (Iran),Iran,The Israeli regime canceled visas for 27 French left-wing lawmakers and local officials two days before they were to start a visit to Israel and the occupied Palestinian territories on Sunday.,https://www.tehrantimes.com/news/512140/Israel-cancels-visas-for-27-French-left-wing-lawmakers-ahead,en
Berlin protesters face deportation orders over Gaza solidarity,"Mon, 21 Apr 2025 19:01:30 GMT",Tehran Times (Iran),Iran,"TEHRAN - Demonstrations in solidarity with the Palestinian people and against the ongoing Israeli aggression in Gaza have erupted across cities worldwide, with protesters calling for an end to genocide, occupation, and international complicity.",https://www.tehrantimes.com/news/512143/Berlin-protesters-face-deportation-orders-over-Gaza-solidarity,en
A deal is possible,"Mon, 21 Apr 2025 18:59:26 GMT",Tehran Times (Iran),Iran,"TEHRAN - In a note, Ham Mihan discussed the possibility of reaching an Iran-U.S. agreement by quoting former Iranian diplomat Hossein Mousavian who says: Given the current complex circumstances, these negotiations are an opportunity that could shape not only the future of Iran’s nuclear program but also the overall course of the Middle East.",https://www.tehrantimes.com/news/512130/A-deal-is-possible,en
Nuclear program architect Dr. Akbar Etemad laid to rest in Hamedan,"Mon, 21 Apr 2025 18:58:24 GMT",Tehran Times (Iran),Iran,"TEHRAN – The body of Dr. Akbar Etemad, widely regarded as the father of Iran's nuclear program and the founding president of Bu-Ali Sina University in Hamedan, was laid to rest on Monday in the city's Bagh-e Behesht Cemetery.",https://www.tehrantimes.com/news/512133/Nuclear-program-architect-Dr-Akbar-Etemad-laid-to-rest-in-Hamedan,en
"Putin signs strategic comprehensive pact with Iran, cementing long-term alliance","Mon, 21 Apr 2025 18:57:41 GMT",Tehran Times (Iran),Iran,"TEHRAN – Russian President Vladimir Putin ratified the Comprehensive Strategic Partnership Treaty between Iran and Russia on Monday, completing Moscow’s legislative process for the agreement.",https://www.tehrantimes.com/news/512136/Putin-signs-strategic-comprehensive-pact-with-Iran-cementing,en
